shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S002,31.25135956722022,32.27941989898682,16,676.0
S002,31.251467530417173,32.27975268027277,17,709.84
S002,31.25160776463207,32.28028155562276,18,762.47
S002,31.251830204683635,32.281110221278084,19,845.04
S002,31.25194142451289,32.28126860106204,20,864.52
S002,31.252290528469427,32.28157103061677,21,912.83
S002,31.252347013106245,32.2816836409423,22,925.24
S002,31.252385698067346,32.281817273885004,23,938.65
S002,31.252309537035064,32.2819183824078,24,951.46
S002,31.252193482010565,32.28210787250645,25,973.62
S002,31.252207988896433,32.28217221429369,26,979.94
S002,31.252251509540645,32.282201910503176,27,985.55
S002,31.252302888053134,32.28219766818754,28,991.27
S002,31.252450374451286,32.28196575493247,29,1018.75
S002,31.252917010226128,32.28118799706484,30,1109.07
S002,31.253267589990426,32.2805516497186,31,1181.04
S002,31.253395732613868,32.28064498066272,32,1197.82
S002,31.256330702199765,32.28291749954224,33,1589.19
S002,31.257825915081007,32.283965829994,34,1783.03
S002,31.258802414494834,32.28471994400025,35,1913.14
S002,31.261342845394896,32.28666186332703,36,2250.58
S002,31.263115024957383,32.28799390869549,37,2484.81
S002,31.263330789688172,32.28814663205858,38,2512.85
S002,31.26354655392566,32.28833541510462,39,2542.81
S002,31.263617379788958,32.28845128335056,40,2556.35
S002,31.26363913748348,32.28854832632086,41,2565.88
S002,31.26353748821132,32.28873207161708,42,2586.68
S002,31.263096893444924,32.28950629422164,43,2675.09
S002,31.262667175580187,32.29027521393164,44,2762.41
S002,31.262556346129944,32.29047248160896,45,2784.85
S002,31.262699132514065,32.29057270631599,46,2803.36
S002,31.26289767322245,32.2902211244072,47,2843.41
S002,31.263191403915343,32.289683410899656,48,2904.07
S002,31.263536808282716,32.28905979050038,49,2974.7
S002,31.263769343581778,32.2886573008039,50,3020.87
S002,31.26386317345248,32.28862230169986,51,3031.82
S002,31.264169139774058,32.28881002416699,52,3070.24
S002,31.264463263051848,32.28902220726014,53,3108.66
S002,31.264816425256203,32.289280921203186,54,3155.0
S002,31.264941530341588,32.28936682809492,55,3171.13
S002,31.265013601674177,32.289408190672425,56,3180.05
S002,31.264906174573404,32.289597504007915,57,3201.65
S002,31.264842262189603,32.28971522826697,58,3214.91
S002,31.264982325442283,32.28983613426276,59,3234.26
S002,31.265836580960944,32.290484011173255,60,3347.46
S002,31.266790325878837,32.291208207607276,61,3473.89
S002,31.268052786067006,32.292166756418226,62,3641.24
S002,31.268878901871755,32.29279339313508,63,3750.72
S002,31.26840433377867,32.29367852210999,64,3850.03
S002,31.267737183292514,32.29488819837571,65,3986.86
S002,31.26676969207637,32.29665040969849,66,4185.92
S002,31.265921409625463,32.2982007265091,67,4360.87
S002,31.265100631778896,32.29968398809434,68,4528.82
S002,31.26438301848255,32.30096340179444,69,4674.26
S002,31.264034526989906,32.30159372091294,70,4745.61
S002,31.263087632422213,32.30326741933823,71,4936.38
S002,31.26216594868201,32.30493843555451,72,5125.41
S002,31.26121674258587,32.306647002697,73,5319.09
S002,31.261173346830077,32.30673274717289,74,5328.56
S002,31.261083593962834,32.306692975463754,75,5339.23
S002,31.260955763974252,32.30668343025356,76,5353.48
S002,31.260856491629635,32.30673115630453,77,5365.41
S002,31.26078577701911,32.306794791039145,78,5375.33
S002,31.260736820719252,32.30689501574618,79,5386.3
S002,31.26072322174256,32.30702387608378,80,5398.65
S002,31.260762658769565,32.30715750902649,81,5412.08
S002,31.26086465100437,32.30727523328553,82,5428.02
S002,31.260973442600005,32.30732773194159,83,5441.1
S002,31.261082234070248,32.307307050652845,84,5453.36
S002,31.261188305632984,32.30724023418149,85,5466.75
S002,31.26123726169866,32.307175008578504,86,5475.0
S002,31.26130661608155,32.307221143761105,87,5483.87
S002,31.261815213332202,32.30760931564229,88,5551.4
S002,31.26232652759139,32.30799271491838,89,5618.93
S002,31.262616180450554,32.308217027357905,90,5657.56
S002,31.26293710934084,32.30845406674438,91,5699.76
S002,31.262950707998538,32.30838725027303,92,5706.29
S002,31.262988784229638,32.30816611957022,93,5727.73
S002,31.263113211806306,32.30782885547672,94,5762.64
S002,31.26375023034537,32.30602473020554,95,5948.18
S002,31.26439906740186,32.30421960353852,96,6134.3
S002,31.265045607310366,32.30243057012559,97,6318.92
S002,31.265760922898515,32.30041891336442,98,6526.0
S002,31.26608252754057,32.299544850202516,99,6616.45
S002,31.267172996446295,32.296541644423385,100,6926.57
S002,31.267238267055365,32.296357103693,101,6945.56
S002,31.267333453279328,32.29634437674606,102,6956.21
S002,31.267484994594934,32.296371459960945,103,6973.26
S002,31.268206442454492,32.29653846268666,104,7055.03
S002,31.268273655188978,32.29615956544877,105,7091.81
S002,31.26848111962103,32.294931685637486,106,7210.77
S002,31.268670129682082,32.293819668649995,107,7318.53
S002,31.268719081866376,32.29353649408093,108,7345.99
S002,31.268787070969097,32.293294682089375,109,7370.18
S002,31.26891489034958,32.29300832578358,110,7400.89
S002,31.269068545333077,32.29267265255846,111,7437.08
S002,31.269148772171935,32.29261856303403,112,7447.37
S002,31.269215401189633,32.29265356213807,113,7455.49
S002,31.269398970688897,32.29279355855424,114,7479.86
S002,31.269677723689973,32.29301468925704,115,7517.31
S002,31.270239306503374,32.293423542426986,116,7590.86
S002,31.27032361162504,32.293393315928036,117,7600.66
S002,31.270398398363458,32.2933535442189,118,7609.8
S002,31.270437831347135,32.29327400080062,119,7618.54
S002,31.270463666741282,32.29306559704474,120,7638.55
S002,31.270482703342967,32.2929431001806,121,7650.38
S002,31.27052621556098,32.29288901065617,122,7657.44
S002,31.270538725123192,32.292627096176155,123,7682.38
S002,31.27066023037437,32.29089170694352,124,7847.86
S002,31.27067714841168,32.29062361410367,125,7873.41
S002,31.270652672830664,32.29053293460684,126,7882.45
S002,31.270659471603818,32.290332485192785,127,7901.51
S002,31.270612086803002,32.29023456573487,128,7912.21
S002,31.27054253263757,32.29020839746027,129,7920.33
S002,31.270482703342967,32.29020839746027,130,7926.99
S002,31.270425593526376,32.2902577143796,131,7934.88
S002,31.270361684881102,32.29035316648153,132,7946.4
S002,31.27029369691307,32.2904518003202,133,7958.44
S002,31.270227068656872,32.290486799424244,134,7966.57
S002,31.270114601793598,32.29070127010346,135,7990.48
S002,31.26945434114013,32.29186803102494,136,8123.47
S002,31.26911749731065,32.29236879670066,137,8184.04
S002,31.268771149905486,32.292106747627265,138,8229.9
S002,31.26728857978569,32.29099110469611,139,8425.91
S002,31.26710092676297,32.29100701337977,140,8446.83
S002,31.266998941268014,32.290940196908416,141,8459.83
S002,31.266675693585896,32.29068785905839,142,8503.04
S002,31.2659878969038,32.29015946388245,143,8594.54
S002,31.265258371826807,32.28955773229877,144,8693.79
S002,31.26507887377698,32.28942091761934,145,8717.61
S002,31.26503671888244,32.28936126005563,146,8724.97
S002,31.26499287549794,32.28929847478867,147,8732.67
S002,31.26468214108056,32.289051836158535,148,8774.43
S002,31.26435849843392,32.288825932850635,149,8816.33
S002,31.26408108956765,32.288619119963116,150,8852.91
S002,31.264000858419976,32.28851571351936,151,8866.18
S002,31.263961422746124,32.28841071620724,152,8877.09
S002,31.263939665125907,32.28832640018386,153,8885.46
S002,31.263965502299357,32.2882277663452,154,8895.26
S002,31.264378896112493,32.287530966001114,155,8975.88
S002,31.26461278917829,32.287110976752615,156,9023.52
S002,31.264759651969833,32.28684689260393,157,9053.47
S002,31.265028899827357,32.286385540777935,158,9106.56
S002,31.265292707589104,32.28587646290097,159,9163.15
S002,31.265455887278737,32.28549147275652,160,9203.99
S002,31.265455887278737,32.28541033846988,161,9211.7
S002,31.26541509238278,32.285384884576025,162,9216.84
S002,31.26534302135683,32.28538965718113,163,9224.87
S002,31.265277749436773,32.28559647006864,164,9245.83
S002,31.265077853900728,32.286061003631374,165,9295.26
S002,31.264725655973603,32.28668780576739,166,9366.55
S002,31.264310903833447,32.28739415132168,167,9448.0
S002,31.264057972125325,32.28786663922623,168,9500.99
S002,31.263923346907454,32.28810686034943,169,9528.29
S002,31.263834956508454,32.288207085056456,170,9541.98
S002,31.26375472515152,32.28821822113501,171,9550.96
S002,31.263692171842862,32.288265947185984,172,9559.27
S002,31.263396062954914,32.288080876166134,173,9596.6
S002,31.263040685734186,32.28780512564945,174,9644.02
S002,31.262406687840862,32.28730291128159,175,9729.15
S002,31.261129616910285,32.28632658720017,176,9898.79
S002,31.260030804589555,32.28548457899361,177,10044.85
S002,31.258474538015847,32.284261286258705,178,10253.34
S002,31.257000226207268,32.28319913148881,179,10445.87
S002,31.255349336511536,32.28202164173127,180,10660.87
S002,31.253762620872624,32.280790507793434,181,10872.59
S002,31.253325314637237,32.28047016190551,182,10929.97
S002,31.25379315497429,32.27974896824648,183,11016.02
S002,31.254290006127032,32.278917474380776,184,11112.46
S002,31.254833427560683,32.27800905704499,185,11217.85
S002,31.25508786382087,32.27757124621723,186,11268.18
S002,31.255079401729198,32.277532358323846,187,11271.99
S002,31.255053411014305,32.2774970056935,188,11276.42
S002,31.2550111005329,32.27747296590487,189,11281.65
S002,31.254871475809708,32.2777153081859,190,11309.43
S002,31.254413819534857,32.27843821048737,191,11394.94
S002,31.25239829925272,32.276646494865425,192,11676.43
S003,31.266833886113638,32.27381676435471,1,0.0
S003,31.266295411157163,32.273602384304105,2,63.25
S003,31.266364411869905,32.27308954394177,3,112.59
S003,31.266551890553114,32.27253735065461,4,169.06
S003,31.266937055010583,32.27135986089707,5,288.89
S003,31.26708282805801,32.270921052286205,6,333.64
S003,31.267246561024596,32.270512282848365,7,376.54
S003,31.267359279283173,32.27022249195726,8,406.8
S003,31.26743053411694,32.27006895641669,9,423.41
S003,31.267535161370258,32.26998242779588,10,437.66
S003,31.266879738970648,32.26946353912354,11,525.65
S003,31.266250763610277,32.26896663982511,12,610.05
S003,31.266921006522914,32.26784884929658,13,739.82
S003,31.26742997151679,32.26804196834565,14,799.32
S003,31.268035223611548,32.2683209180832,15,871.65
S003,31.269016457394567,32.268801033496864,16,989.92
S003,31.269594188400347,32.26906925439835,17,1059.03
S003,31.270708373921188,32.26960569620133,18,1193.0
S003,31.270408049489735,32.27030843496323,19,1267.68
S003,31.270020606635406,32.271147966384895,20,1358.35
S003,31.26951624077268,32.27226376533509,21,1478.32
S003,31.269131086843686,32.2730576992035,22,1565.08
S003,31.268953762435498,32.27334774481864,23,1598.98
S003,31.26879733121653,32.273651452363474,24,1632.68
S003,31.268656520019054,32.273999154567726,25,1669.25
S003,31.268026053154237,32.275380492210395,26,1818.08
S003,31.26769591609721,32.276029586792,27,1889.87
S003,31.26765268408525,32.276130716293096,28,1900.61
S003,31.267662882569038,32.27632639310206,29,1919.24
S003,31.267665942113965,32.27644451507819,30,1930.48
S003,31.267687358925663,32.27656263705433,31,1941.95
S003,31.26778016505347,32.27663422613078,32,1954.31
S003,31.267932055915352,32.27668672800065,33,1971.93
S003,31.268037166161786,32.27673683714036,34,1984.55
S003,31.26812691241566,32.27680246046044,35,1996.31
S003,31.268205440317775,32.27687643583943,36,2007.52
S003,31.268270710212644,32.276946831764604,37,2017.4
S003,31.26867027561277,32.277107834815986,38,2064.39
S003,31.269761546324524,32.27746188640595,39,2190.31
S003,31.270767980183184,32.2778481245041,40,2308.09
S003,31.271664682526186,32.27817697072825,41,2412.58
S003,31.27248279036352,32.27846235036851,42,2507.51
S003,31.273567139537292,32.278878092765815,43,2634.39
S003,31.273234729381773,32.28015214204789,44,2760.99
S003,31.27296880041401,32.28118211030961,45,2863.24
S003,31.27270057819576,32.28215843439103,46,2960.71
S003,31.272404845122438,32.283236682415016,47,3068.33
S003,31.272008240398247,32.28468775749207,48,3213.12
S003,31.27156349092084,32.286409735679634,49,3384.09
S003,31.271114154268037,32.288120985031135,50,3554.22
S003,31.270787646091087,32.289274470729026,51,3669.71
S003,31.27059592076114,32.28979468468455,52,3723.55
S003,31.27039887926303,32.29013532400132,53,3762.64
S003,31.269795934902312,32.291218936443336,54,3885.53
S003,31.269396608792075,32.29196622000349,55,3969.29
S003,31.26911105607621,32.29237189143669,56,4019.24
S003,31.268862216576245,32.292863469761635,57,4073.54
S003,31.268462440267744,32.29367481262805,58,4162.55
S003,31.267984786085293,32.29448854923249,59,4256.37
S003,31.26735431473195,32.29558020830155,60,4381.59
S003,31.266639011222733,32.296870350837715,61,4527.75
S003,31.265925994956493,32.298203408718116,62,4677.21
S003,31.264958485169597,32.2999119758606,63,4872.01
S003,31.264027648855404,32.301596403121955,64,5062.65
S003,31.263147243498473,32.3031708598137,65,5241.48
S003,31.2625227070148,32.30429624527043,66,5369.01
S003,31.262033151883273,32.30521019914642,67,5471.53
S003,31.26162110767938,32.30592131730581,68,5553.18
S003,31.2612274202001,32.30662527655755,69,5633.14
S003,31.26115398608441,32.30672550126458,70,5645.69
S003,31.26107239255552,32.3066920930289,71,5655.3
S003,31.26099079895609,32.30668970672635,72,5664.38
S003,31.26090920528612,32.30670641084419,73,5673.59
S003,31.26082761154561,32.306766068407896,74,5684.29
S003,31.260756216964808,32.30686867941748,75,5696.86
S003,31.260731738810378,32.30700469866272,76,5710.07
S003,31.26075213727284,32.30712640009269,77,5721.86
S003,31.26079716293553,32.30721831321717,78,5731.93
S003,31.260878607641697,32.30728866866597,79,5743.19
S003,31.260998958319206,32.30732207690165,80,5756.94
S003,31.261129508033143,32.30729344127107,81,5771.71
S003,31.261213141348744,32.307229011102265,82,5782.85
S003,31.261247818555425,32.307176512446205,83,5789.15
S003,31.261351850099025,32.307257646732836,84,5803.06
S003,31.26190668306153,32.30767047707369,85,5876.17
S003,31.262410517521456,32.30805944438906,86,5943.3
S003,31.262887831897054,32.30841977607385,87,6006.46
S003,31.262438786348977,32.309610843658454,88,6130.19
S003,31.261934379959268,32.311002910137184,89,6273.91
S003,31.26190056359812,32.31108050341517,90,6282.19
S003,31.262461512762233,32.31150049266366,91,6356.24
S003,31.263407979429314,32.312211610823056,92,6481.32
S003,31.264542095088768,32.313053975622594,93,6630.7
S003,31.265712776827204,32.3139238357544,94,6784.91
S003,31.266394182724067,32.31443803110061,95,6875.07
S003,31.266557360508926,32.314554959925474,96,6896.35
S003,31.266628750701067,32.31446666673118,97,6907.9
S003,31.2669163506423,32.31394168017056,98,6967.16
S003,31.267024455358083,32.31370543621828,99,6992.63
S003,31.267093805487896,32.31342146621504,100,7020.7
S003,31.26714339246606,32.31312990188599,101,7048.96
S003,31.267352848169065,32.31179400787712,102,7178.05
S003,31.267534381592686,32.31059608399788,103,7293.68
S003,31.26778532833088,32.30927824974061,104,7422.0
S003,31.268027987562856,32.307868540185204,105,7558.67
S003,31.268211754741188,32.30665504932404,106,7675.8
S003,31.26843592443227,32.30509088401901,107,7826.54
S003,31.26870924114807,32.303539787362624,108,7977.06
S003,31.269051905762726,32.30172619742594,109,8153.59
S003,31.269300744762404,32.30023237203072,110,8298.24
S003,31.269741310562065,32.297741072170325,111,8540.04
S003,31.269933037628725,32.296710189469465,112,8640.31
S003,31.270092130005278,32.29571748760937,113,8736.3
S003,31.27044090850741,32.29380605926821,114,8922.06
S003,31.270530652474836,32.293114031529214,115,8988.58
S003,31.270641889969127,32.29132354259492,116,9159.2
S003,31.270730536459087,32.29028387670696,117,9258.5
S003,31.270934499271785,32.289324583082546,118,9352.45
S003,31.271531395516618,32.287112474441535,119,9572.92
S003,31.27242547769253,32.283652424812324,120,9916.46
S003,31.273204927034758,32.280653715133674,121,10214.34
S003,31.273883501218116,32.278169989585884,122,10462.16
S003,31.2741815278599,32.27711029348917,123,10568.18
S003,31.274303901123744,32.27665689600501,124,10613.37
S003,31.27450581666202,32.27595532305582,125,10683.72
S003,31.27459351721574,32.275647490027076,126,10714.56
S003,31.274495618917936,32.2756188543965,127,10725.78
S003,31.27422027941063,32.276671213820286,128,10830.38
S003,31.27398165118754,32.27751596492238,129,10914.93
S003,31.273783813656003,32.27816503921551,130,10980.42
S003,31.273622687937163,32.27871269565034,131,11035.47
S003,31.27296650791966,32.27847576141358,132,11111.83
S003,31.27197062355051,32.27812685837474,133,11227.42
S003,31.27099364840496,32.277788003412894,134,11340.73
S003,31.270196151798697,32.27749926080454,135,11433.56
S003,31.269249753217554,32.27718426886816,136,11542.97
S003,31.26871943951764,32.276974274243905,137,11605.22
S003,31.268330880856986,32.27684422075503,138,11650.16
S003,31.268222777637998,32.27676070016584,139,11664.57
S003,31.26813711084819,32.27664377134098,140,11679.2
S003,31.268055523357024,32.27650297949063,141,11695.37
S003,31.26801268989592,32.27630014377402,142,11715.23
S003,31.26802084865191,32.27604480940136,143,11739.51
S003,31.26808203929939,32.275705954439495,144,11772.43
S003,31.26819218236486,32.27535039535981,145,11808.37
S003,31.26836306687516,32.27499961853028,146,11846.75
S003,31.268579721758293,32.274555756611235,147,11895.33
S003,31.268808165286607,32.274099972824516,148,11945.55
S003,31.269013152088938,32.27375276580374,149,11985.65
S003,31.268934624859085,32.27373248223208,150,11994.59
S003,31.268733717233225,32.27376827677031,151,12017.19
S003,31.268456831149308,32.27439706749177,152,12084.42
S003,31.26822022803229,32.274425703122354,153,12110.87
S003,31.267773536047372,32.27423479891849,154,12163.75
S003,31.267157662763044,32.27396950440144,155,12236.72
S004,31.263526716185847,32.289084776856214,1,0.0
S004,31.26373774624102,32.28873731629495,2,40.51
S004,31.263788549702344,32.288645879305136,3,50.88
S004,31.26386475484304,32.28861159043396,4,59.96
S004,31.263950729799706,32.2885018660462,5,74.11
S004,31.26395268377509,32.288298418743864,6,93.44
S004,31.26401911891385,32.28814068993645,7,110.16
S004,31.264537897580002,32.28722174818888,8,214.83
S004,31.26520615064188,32.28605935545595,9,347.97
S004,31.265428900610885,32.285527877952696,10,404.24
S004,31.2655835274,32.2850042582,11,456.89
S004,31.265801126359303,32.28422832973504,12,534.51
S004,31.265856813549732,32.28385800992632,13,570.24
S004,31.265903708000387,32.283484261230484,14,606.15
S004,31.265965256931512,32.282990501485514,15,653.57
S004,31.26605318390633,32.28250017062768,16,701.19
S004,31.26612938721824,32.282068130850824,17,743.12
S004,31.266431268964443,32.2809468847633,18,854.85
S004,31.266879693464798,32.27929416117253,19,1019.66
S004,31.2673259434,32.2776603699,20,1182.68
S004,31.2675303448328,32.27693508683548,21,1255.26
S004,31.267562584198323,32.27682536244771,22,1266.29
S004,31.267629993745203,32.276767071366706,23,1275.61
S004,31.26771791916877,32.27676364247959,24,1285.39
S004,31.26831874070353,32.276969375706656,25,1355.0
S004,31.269036790689977,32.27723682890185,26,1438.8
S004,31.269119219547942,32.277228256684054,27,1448.0
S004,31.2691302100569,32.27715882171992,28,1454.71
S004,31.26905071201326,32.27709753036269,29,1465.3
S004,31.2686464899,32.2769522667,30,1512.32
S004,31.268366366637135,32.27686779492579,31,1544.48
S004,31.268219825226126,32.27675807053802,32,1563.83
S004,31.268099661099274,32.27659348395637,33,1584.4
S004,31.268011736031443,32.27636031963235,34,1608.62
S004,31.268041044396487,32.27592485096838,35,1650.14
S004,31.2681421167,32.2755038738,36,1691.7
S004,31.268765705,32.2741681337,37,1836.35
S004,31.269002353723543,32.27376122319701,38,1883.13
S004,31.26892908354039,32.273733792100074,39,1891.69
S004,31.268849951678654,32.273733792100074,40,1900.49
S004,31.26873564998344,32.27378179651973,41,1913.99
S004,31.268509976999113,32.27434413400705,42,1973.03
S004,31.268416190665032,32.274412711749406,43,1985.33
S004,31.268287234303465,32.274433285072114,44,1999.8
