shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S004,31.26809379943063,32.274395567313825,45,2021.61
S004,31.26783099426658,32.27426232056048,46,2053.46
S004,31.267119563649473,32.27394538638784,47,2138.11
S004,31.2662163033,32.2735458612,48,2245.48
S004,31.2650011865,32.2729718685,49,2391.2
S004,31.2639932582,32.2724890709,50,2512.3
S004,31.2631340603,32.2720813751,51,2615.4
S004,31.262540075375757,32.27173943568616,52,2689.01
S004,31.261868463,32.2707617283,53,2808.23
S004,31.2611439468,32.2696352005,54,2942.23
S004,31.260268921218184,32.26818281224873,55,3111.12
S004,31.2593830741,32.2667276859,56,3280.93
S004,31.258438285613323,32.26522821563925,57,3457.99
S004,31.25723809860345,32.26327329457433,58,3686.77
S004,31.25824268655607,32.262451339126564,59,3823.09
S004,31.25945235578099,32.26147387859411,60,3986.57
S004,31.260567060791658,32.26053196208101,61,4139.47
S004,31.261757710716402,32.259525622032825,62,4302.8
S004,31.262281819797558,32.25908798629442,63,4374.4
S004,31.263641451525547,32.257961685180895,64,4559.65
S004,31.264359238028938,32.2573485508469,65,4658.48
S004,31.26486624266573,32.256944237626655,66,4726.7
S004,31.2663512834,32.2593784332,67,5010.95
S004,31.26761389456691,32.261405012056606,68,5249.3
S004,31.267716431513552,32.261327259514246,69,5262.89
S004,31.2672571645,32.260606885,70,5348.3
S004,31.266097085,32.2587132454,71,5569.74
S004,31.265180016,32.2572541237,72,5741.88
S004,31.264957389277853,32.256866485084295,73,5786.27
S004,31.265789098046525,32.256188927215206,74,5898.96
S004,31.266091017909247,32.25591346106515,75,5941.53
S004,31.266015063317738,32.25585125903127,76,5951.84
S004,31.2645655748,32.2570717335,77,6150.42
S004,31.2635476111,32.2578978539,78,6288.18
S004,31.262549570052677,32.25875031811048,79,6425.59
S004,31.26173112539559,32.25941010396989,80,6536.11
S004,31.2609843117,32.2600382566,81,6638.39
S004,31.2597195455,32.2610414028,82,6808.3
S004,31.258235090468,32.26229361254065,83,7011.81
S004,31.257236199561277,32.26311112498598,84,7147.36
S004,31.256782327386656,32.26348878019171,85,7209.3
S004,31.256489873030148,32.26373536682603,86,7249.38
S004,31.25620691308253,32.2639686244531,87,7287.87
S004,31.256079675782658,32.264077478012396,88,7305.4
S004,31.256138546793473,32.264199660578946,89,7318.73
S004,31.257179228278382,32.263319946099735,90,7461.5
S004,31.25769006955356,32.26415078755233,91,7558.79
S004,31.25876301713372,32.265896887503494,92,7763.19
S004,31.259946093866475,32.26779849253937,93,7986.75
S004,31.259091545546703,32.26849604391937,94,8102.61
S004,31.259194091753592,32.268678207018596,95,8123.35
S004,31.25938778984039,32.26851381592905,96,8149.96
S004,31.259995467532956,32.26798954164345,97,8233.91
S004,31.261351334280615,32.27018438483907,98,8491.31
S004,31.262517288147286,32.271872725758776,99,8697.62
S004,31.2629515012,32.2721296549,100,8751.72
S004,31.2647719174,32.273004055,101,8970.54
S004,31.2665556161,32.2738140821,102,9183.3
S004,31.2673259434,32.2750747204,103,9330.58
S004,31.267495598,32.2764962912,104,9467.01
S004,31.26672142623743,32.27935245225353,105,9751.79
S004,31.266393167438075,32.28062456937423,106,9878.09
S004,31.26605318390633,32.28188297094647,107,10003.53
S004,31.265935947921694,32.282421306223966,108,10056.33
S004,31.26558423909387,32.28446492294618,109,10254.46
S004,31.26540838418836,32.2851849892409,110,10325.64
S004,31.265135808437154,32.28597020439088,111,10406.19
S004,31.2643454755,32.2873109579,112,10560.99
S004,31.263854984956655,32.28817040695814,113,10659.22
S004,31.263745562159922,32.28823898470049,114,10673.02
S004,31.26365958701635,32.288307562442846,115,10684.59
S004,31.263624415344125,32.28846300532552,116,10699.87
S004,31.26364590914537,32.28854529861635,117,10708.05
S004,31.26252040896939,32.29053862499416,118,10935.12
S004,31.262362134430624,32.29080150633986,119,10965.68
S004,31.26222926177337,32.29090437295339,120,10983.4
S004,31.262123745118163,32.29087694185645,121,10995.42
S004,31.26167822905113,32.29055691239213,122,11053.55
S004,31.260570291818823,32.28971569208589,123,11200.42
S004,31.260507762345664,32.28969969061267,124,11207.54
S004,31.260396381618996,32.2897362654086,125,11220.4
S004,31.25948579039736,32.29132726903126,126,11402.39
S004,31.258594731255528,32.292859981572924,127,11578.58
S004,31.25831725059461,32.29335031243077,128,11634.48
S004,31.259393964981367,32.29417204856873,129,11777.43
S004,31.260188275172208,32.29481673315482,130,11884.93
S004,31.260677764254027,32.29387036031031,131,11990.07
S004,31.261217078626313,32.29287941193326,132,12101.73
S004,31.26175052785409,32.29190217910469,133,12211.94
S004,31.26219018154446,32.291140966164534,134,12299.26
S004,31.262345525358704,32.290993524018475,135,12321.5
S004,31.262489144884015,32.2908837996307,136,12340.58
S004,31.26269724625739,32.29057862867721,137,12377.68
S004,31.262907301168898,32.2902117377556,138,12419.65
S004,31.263447579793496,32.28922421826569,139,12531.1
S005,31.263655782826547,32.288859729498135,1,0.0
S005,31.26375612979057,32.28867176717397,2,21.06
S005,31.263789390839374,32.288614389201335,3,27.65
S005,31.26385422166351,32.28861636775213,4,34.86
S005,31.26391003251122,32.28857811577036,5,42.06
S005,31.263930891102405,32.288534587653196,6,46.8
S005,31.263959642125926,32.28846006224045,7,54.57
S005,31.263963024598706,32.28840466281859,8,59.85
S005,31.263946675979152,32.288335413541276,9,66.68
S005,31.26395400467102,32.28827144039937,10,72.81
S005,31.26409043098513,32.288022802517936,11,100.9
S005,31.2642189646874,32.2877985667628,12,126.56
S005,31.26447377659716,32.28735273332023,13,177.53
S005,31.264707722,32.286913991,14,226.68
S005,31.264958593817525,32.286511189721544,15,274.05
S005,31.2652029428,32.2860342264,16,326.91
S005,31.26538703486927,32.28566305095359,17,367.69
S005,31.265529096472783,32.285233045917266,18,411.51
S005,31.26564071615408,32.28482282638875,19,452.43
S005,31.265804199287366,32.2842226659853,20,512.3
S005,31.26586395512057,32.283881036217174,21,545.44
S005,31.265897779160333,32.28348664509491,22,583.11
S005,31.26596429973649,32.28296430768882,23,633.31
S005,31.26605111465517,32.28247362709523,24,680.93
S005,31.266148076677734,32.28199086070477,25,728.07
S005,31.2663034243,32.2813993692,26,786.88
S005,31.2666748338,32.2800636292,27,920.38
S005,31.266714062309514,32.27988568267418,28,937.85
S005,31.266944627196285,32.27996416518849,29,964.55
S005,31.267111490430427,32.28002615977962,30,984.02
S005,31.26764139198772,32.28022005775612,31,1045.76
S005,31.268002174323883,32.280340089836805,32,1087.46
S005,31.268166780806474,32.280411317664914,33,1106.98
S005,31.268291926638746,32.28045352674823,34,1121.46
S005,31.26832687724694,32.280293923651925,35,1137.12
S005,31.268098006900047,32.28021082451914,36,1163.77
S005,31.267666195817487,32.280059135625955,37,1213.9
S005,31.267237765114157,32.27990348963122,38,1263.78
S005,31.26686739647789,32.27976433155963,39,1307.04
S005,31.2665005925,32.2796452045,40,1349.37
S005,31.26555333712186,32.27931124343088,41,1459.38
S005,31.2638502501,32.2787064314,42,1657.28
S005,31.262116941,32.2780680656,43,1859.34
S005,31.260490852478874,32.27748042444188,44,2048.59
S005,31.260301426847445,32.2773775398013,45,2071.81
S005,31.260078174722313,32.2772034273326,46,2101.65
S005,31.259893258420856,32.27697655350976,47,2131.44
S005,31.2596957575,32.2766894102,48,2166.47
S005,31.2591317229,32.2757828236,49,2273.05
S005,31.2585676849,32.274903059,50,2377.58
S005,31.257852389810836,32.2737528347712,51,2512.79
S005,31.25732919870745,32.27291920537564,52,2611.09
S005,31.2564399014,32.271502018,53,2778.2
S005,31.255707738894063,32.27028377573585,54,2919.75
S005,31.2549861942,32.2690987587,55,3058.05
S005,31.2544496468,32.2682243586,56,3160.36
S005,31.253642527,32.2669047117,57,3314.61
S005,31.253389386360126,32.266519253117245,58,3360.81
S005,31.2535645662,32.2663575411,59,3385.62
S005,31.2543395854,32.2656655312,60,3494.04
S005,31.2556970002,32.2645497322,61,3678.52
S005,31.2570727386,32.2634232044,62,3865.25
S005,31.25776331222002,32.262848052143816,63,3959.51
S005,31.258594183002145,32.262159516472174,64,4072.73
S005,31.25929185510902,32.26161640428289,65,4165.91
S005,31.259829693358522,32.26116232687874,66,4239.67
S005,31.2603751393965,32.26070528164841,67,4314.27
S005,31.2613282289,32.2598880529,68,4445.67
S005,31.26301099466236,32.258479412020215,69,4675.75
S005,31.263987813,32.2576671839,70,4809.01
S005,31.26443671052692,32.257307120682704,71,4869.53
S005,31.264857825327027,32.25694504588985,72,4927.64
S005,31.2661658648,32.259067297,73,5176.33
S005,31.2671287769,32.2606390715,74,5360.12
S005,31.26761151463862,32.26140272079857,75,5450.4
S005,31.267706642957698,32.26131516992653,76,5463.85
S005,31.2668078073,32.2598826885,77,5632.75
S005,31.2654918204,32.2577476501,78,5882.93
S005,31.26491363558119,32.25678181545045,79,5995.01
S005,31.264566089370312,32.257084533719876,80,6043.19
S005,31.263665507466737,32.25780571547942,81,6164.54
S005,31.262556892026197,32.25874354854943,82,6316.67
S005,31.2613465712,32.2597163916,83,6479.95
S005,31.260623760265617,32.260322432072364,84,6578.84
S005,31.260225459169664,32.26063405382031,85,6632.12
S005,31.2594802325,32.2612559795,86,6733.91
S005,31.258141327620063,32.262361328651785,87,6916.13
S005,31.25738529530612,32.26300534693088,88,7020.12
S005,31.2566049898,32.2636431456,89,7125.97
S005,31.254825395965895,32.26509172872905,90,7367.05
S005,31.2540460877,32.2657245398,91,7472.53
S005,31.253306506458202,32.26635701195323,92,7574.4
S005,31.253188952186814,32.26616212470133,93,7597.08
S005,31.252920860243368,32.26570606874641,94,7649.69
S005,31.252719579356448,32.26537268293989,95,7688.49
S005,31.25248869781067,32.26500269394391,96,7732.03
S005,31.25227303871395,32.26463468349872,97,7774.44
S005,31.251996486916102,32.264174670442216,98,7827.9
S005,31.251702174021272,32.26370278608105,99,7883.43
S005,31.25145860403518,32.26330806520031,100,7929.71
S005,31.251354579162136,32.26340303563778,101,7944.38
S005,31.25164381876934,32.26387195217279,102,7999.35
S005,31.25190514852968,32.2643200939246,103,8050.91
S005,31.252204535133078,32.26480384959046,104,8107.68
S005,31.252440491702387,32.26518669916651,105,8152.55
S005,31.252626550230097,32.265501288740616,106,8188.91
S005,31.252821911289562,32.265836653097935,107,8227.49
S005,31.253205020764923,32.266416368476655,108,8297.14
S005,31.253448586245515,32.26682790703902,109,8344.72
S005,31.253664023500534,32.26719975471497,110,8387.42
S005,31.254701923677942,32.268906704392535,111,8586.54
S005,31.25584304954028,32.270798198938806,112,8806.6
S005,31.2565041025,32.271861434,113,8931.57
S005,31.2577514288,32.2738409042,114,9165.32
S005,31.2583613287,32.2747904062,115,9278.22
S005,31.25963392397312,32.27683937398896,116,9518.96
S005,31.259866197468305,32.277174408587825,117,9559.96
S005,31.26011651098338,32.277422386952324,118,9596.43
S005,31.2602927478,32.2775262594,119,9618.38
S005,31.2608008887,32.277751565,120,9678.8
S005,31.2623095325,32.2782933712,121,9854.28
S005,31.263272484,32.2786474228,122,9966.52
S005,31.264759593562157,32.27918461618093,123,10139.58
S005,31.265564611840244,32.27947744169646,124,10233.33
S005,31.2663593077,32.2797685862,125,10325.92
S005,31.26659511541169,32.27985468537863,126,10353.39
S005,31.2664960072,32.2802138329,127,10389.26
S005,31.2661521088,32.2815227509,128,10519.41
S005,31.26597895680629,32.282193991918234,129,10586.05
S005,31.265849298032904,32.282900994063844,130,10654.78
S005,31.26568919738866,32.28381640355835,131,10743.59
S005,31.265612529378338,32.284254322797786,132,10786.07
S005,31.265514439333106,32.284781936339286,133,10837.39
S005,31.2653909426,32.2852402925,134,10883.07
S005,31.26528217973902,32.28558654699007,135,10918.13
S005,31.26515815739154,32.28589124381028,136,10950.21
S005,31.264878542773744,32.28641490025023,137,11008.9
S005,31.264644026649,32.28683039591415,138,11056.22
S005,31.263859421,32.2881692648,139,11210.51
S005,31.263822651876456,32.2882134029098,140,11216.37
S005,31.26376965971015,32.288225274214476,141,11222.37
S005,31.26371892250176,32.288245059722286,142,11228.32
S005,31.26367382273807,32.288287268805604,143,11234.74
S005,31.26364789036418,32.28833475402434,144,11240.09
S005,31.263616320508095,32.28843236252952,145,11250.01
S005,31.26364789036418,32.2885128235946,146,11258.43
S005,31.263661420299265,32.28854843750865,147,11262.13
S005,31.26327243389165,32.28921191153708,148,11338.6
S005,31.263042423783244,32.28962345009945,149,11385.34
S005,31.262807903095513,32.29001388412016,150,11430.69
S005,31.262498966300054,32.290567878338734,151,11493.57
S005,31.26237945033415,32.29075518114596,152,11515.78
S005,31.262305034656283,32.29084751351572,153,11527.84
S005,31.262262189239387,32.29089236066675,154,11534.24
S005,31.26221934380303,32.290897636802164,155,11539.03
S005,31.262153948099513,32.29089236066675,156,11546.32
S005,31.2620107539008,32.29080002829699,157,11564.5
S005,31.261539451775445,32.29044388915647,158,11626.89
S005,31.261133543752372,32.29014578750554,159,11680.18
S005,31.260779500329065,32.28987406653166,160,11727.26
S005,31.26057428983879,32.2897131444015,161,11754.73
S005,31.260533698699938,32.28969863502911,162,11759.45
S005,31.260494235075996,32.289707868266085,163,11763.93
S005,31.26044349610667,32.28972369667233,164,11769.77
S005,31.26040064984466,32.28973952507858,165,11774.76
S005,31.260260835591247,32.2899756321384,166,11802.06
S005,31.259992481847185,32.290445208190334,167,11855.75
S005,31.259778249318924,32.290801347330856,168,11897.15
S005,31.259636179058347,32.29105196376306,169,11925.73
S005,31.259460282248973,32.291365893820256,170,11961.41
S005,31.259228007754857,32.2917721562472,171,12007.87
S005,31.258937100057924,32.29226019877309,172,12064.42
S005,31.258734140668633,32.29262425211672,173,12105.73
S005,31.258583048395437,32.29288278275205,174,12135.5
S005,31.258449996790425,32.29310701850719,175,12161.45
S005,31.258455634574105,32.29315582275978,176,12166.13
S005,31.25849397149419,32.293194074741535,177,12171.73
S005,31.25853907373317,32.29320198894466,178,12176.8
S005,31.258583048395437,32.293178246335295,179,12182.19
S005,31.258702569168843,32.29294082024162,180,12208.38
S005,31.258893125560615,32.29259523337194,181,12247.47
S005,31.25908029892002,32.29226283684079,182,12285.3
S005,31.260373589037577,32.293228369621744,183,12455.9
S005,31.260833621702687,32.29357791359299,184,12516.9
S005,31.261099718004967,32.29309382816866,185,12571.6
S005,31.261347773204303,32.29264139955682,186,12622.69
S005,31.26172436485159,32.291956820986734,187,12700.07
S005,31.261935210417082,32.291582215372266,188,12742.7
S005,31.26206825710906,32.29135534154942,189,12768.85
S005,31.26216860576113,32.29118518618229,190,12788.5
S005,31.262257679194363,32.29106779216931,191,12803.42
S005,31.26233773246136,32.291003159510474,192,12814.24
S005,31.262435825808623,32.290935888783935,193,12826.88
S005,31.262526026497717,32.290834323177194,194,12840.8
S005,31.262591421943412,32.290730119502754,195,12853.09
S005,31.262899230932614,32.29022229146906,196,12912.26
S005,31.26305031629624,32.28995057049519,197,12943.07
S005,31.263287091379553,32.28950341801876,198,12993.07
S005,31.263546415789165,32.28903779906839,199,13045.89
S005,31.263610683032674,32.28892831925853,200,13058.51
S006,31.27345686601587,32.26830291664598,1,0.0
S006,31.273078911964873,32.26989663929978,2,157.19
S006,31.27291149559257,32.27071180222139,3,236.86
S006,31.272088478482775,32.273899912834175,4,553.38
S006,31.27191375549508,32.2745699762436,5,619.96
S006,31.27171082401438,32.27556320873548,6,717.02
S006,31.27136245728795,32.277163856316996,7,874.0
S006,31.27120011118961,32.27784843488709,8,941.52
S006,31.27039006762854,32.27756748067624,9,1035.46
S006,31.270046769407198,32.27746063893409,10,1074.96
S006,31.269725454669288,32.27734192588726,11,1112.43
S006,31.269490386878434,32.27725882675447,12,1139.74
S006,31.269302670452195,32.27719749168027,13,1161.41
S006,31.269273921056648,32.27725684820369,14,1167.89
S006,31.26927222991545,32.277306311973206,15,1172.6
S006,31.26942105022396,32.277367647047406,16,1190.14
S006,31.26957494370518,32.27742304646926,17,1208.05
S006,31.269510680523766,32.27765255835981,18,1231.0
S006,31.269137964606216,32.279036343097694,19,1368.89
S006,31.268833049986263,32.28021383285523,20,1485.83
S006,31.2687767242418,32.2804621004683,21,1510.24
S006,31.26858224178163,32.2803908726402,22,1532.9
S006,31.268326877246906,32.28030084857968,23,1562.56
S006,31.268287980601492,32.28044923988823,24,1577.31
S006,31.269062309190925,32.280720770359046,25,1667.2
S006,31.27004582485779,32.28107750415803,26,1781.69
S006,31.270295364795675,32.28116349672004,27,1810.62
S006,31.269885345145898,32.28268951177598,28,1962.65
S006,31.26934200466621,32.284717261791236,29,2164.62
S006,31.2692231868078,32.28517797625392,30,2210.36
S006,31.26909465992202,32.28516808350002,31,2224.68
S006,31.268815620685714,32.28509487712113,32,2256.48
S006,31.268071905431906,32.28482186794282,33,2343.15
S006,31.26772989653222,32.28470114551579,34,2382.88
S006,31.267587838242076,32.285261075386714,35,2438.39
S006,31.26736348525455,32.28616833686829,36,2528.15
S006,31.266831593470183,32.28778839111329,37,2693.1
S006,31.265776971583506,32.28967666625977,38,2907.49
S006,31.265691593262947,32.28986912015481,39,2928.1
S006,31.265653541134217,32.289885937836445,40,2932.62
S006,31.26547723273752,32.2897469446441,41,2956.26
S006,31.265186344302975,32.28950852927503,42,2995.75
S006,31.265036671706728,32.28938486985125,43,3016.13
S006,31.264933084601402,32.289567391160766,44,3036.95
S006,31.264374980689446,32.290540838144835,45,3148.36
S006,31.26381010852058,32.29154000628904,46,3262.22
S006,31.262871466151946,32.29324155996037,47,3454.71
S006,31.262213565305153,32.29442671187796,48,3589.02
S006,31.261657136587594,32.29543181567451,49,3702.84
S006,31.260558712466928,32.297390699386604,50,3925.52
S006,31.26023898959542,32.297992060384644,51,3992.84
S006,31.25978783341608,32.297650265737296,52,4052.6
S006,31.259712570038495,32.29759684486621,53,4062.39
S006,31.25968635469065,32.29759387704004,54,4065.32
S006,31.259663944790738,32.29762652312792,55,4069.3
S006,31.259648722968898,32.29767549225974,56,4074.25
S006,31.259668173074143,32.29771308472457,57,4078.43
S006,31.25970665044446,32.29774869863863,58,4083.89
S006,31.25978064534328,32.297808055162044,59,4093.86
S006,31.25996716928038,32.29793518781663,60,4117.87
S006,31.260765063869087,32.29855209589005,61,4224.21
S006,31.262032968692846,32.29949355125428,62,4391.2
S006,31.262110820735735,32.29956253506676,63,4402.06
S006,31.26212604216049,32.29967729101204,64,4413.1
S006,31.262098981848116,32.29979996116044,65,4425.14
S006,31.26126259817228,32.30128794908524,66,4594.41
S006,31.26029733337655,32.30303943157197,67,4792.49
S006,31.25908214038075,32.30519056320191,68,5037.58
S006,31.258504965166903,32.30618276597871,69,5151.65
S006,31.25899959840228,32.30655312538148,70,5216.96
S006,31.259562043103305,32.30699792890033,71,5292.45
S006,31.259822505288923,32.3065013126544,72,5347.83
S006,31.260512557474847,32.30527757899659,73,5487.17
S006,31.26130379983013,32.30385236291762,74,5648.71
S006,31.26166573391543,32.30320076019387,75,5722.57
S006,31.262111102613982,32.30240670181391,76,5812.84
S006,31.262880063369163,32.30103226853831,77,5968.97
S006,31.263101053864084,32.30061941094208,78,6015.27
S006,31.26323297141286,32.300383303882256,79,6042.08
S006,31.262519261449004,32.29985173323921,80,6136.16
S006,31.262311799720308,32.299703671689116,81,6163.19
S006,31.26230165212406,32.29960672270087,82,6172.47
S006,31.26271093764085,32.29887465891204,83,6255.61
S006,31.26363788708041,32.2971922159195,84,6445.87
S006,31.26438531118547,32.29590475559235,85,6593.79
S006,31.26491721675904,32.29492843151093,86,6703.83
S006,31.26562106995676,32.293646335601814,87,6848.66
S006,31.266462477150625,32.29214698076249,88,7019.14
S006,31.267020448533472,32.29114033903136,89,7133.17
S006,31.267093169312677,32.29100728149136,90,7148.18
S006,31.267292305578156,32.29099590482437,91,7170.35
S006,31.26735826144605,32.29081585670334,92,7188.97
S006,31.268239266056323,32.28926360607148,93,7366.06
S006,31.268807164938405,32.28807061749521,94,7495.85
S006,31.26906689436934,32.28708864094686,95,7593.54
S006,31.269383845168825,32.28592784699978,96,7709.36
S006,31.269512371660664,32.28550641568351,97,7751.89
S006,31.26955634120978,32.285280860894524,98,7773.87
S006,31.269552958937513,32.285015735089885,99,7799.07
S006,31.269558032345895,32.28441821275414,100,7855.87
S006,31.26959692846772,32.28420057216827,101,7877.0
S006,31.26973221920136,32.28373561273482,102,7923.68
S006,31.269951829631072,32.28290408849717,103,8006.4
S006,31.27073588450831,32.27998852729798,104,8296.89
S006,31.27109581395106,32.27859109640122,105,8435.6
S006,31.27125084437535,32.278040354312814,106,8490.71
S006,31.27176747576332,32.27822040243385,107,8550.65
S006,31.27180172046074,32.27821248823073,108,8554.53
S006,31.27181820864395,32.278184293882106,109,8557.78
S006,31.271834274050473,32.278123453445595,110,8563.83
S006,31.27182032251339,32.27808536634308,111,8567.77
S006,31.271796647173012,32.27806508619758,112,8571.03
S006,31.271616122507325,32.27800474039876,113,8591.91
S006,31.271323561894,32.27789592010583,114,8626.04
S006,31.271443630232355,32.27736171139506,115,8678.54
S006,31.271910373307303,32.275197176841054,116,8890.7
S006,31.272089629091916,32.27436420696241,117,8972.34
S006,31.272306088453323,32.27343428809553,118,9063.94
S006,31.272947008181212,32.27103034889707,119,9303.26
S006,31.27309920483829,32.27050405438942,120,9356.07
S006,31.273242945900062,32.26994214596773,121,9411.81
S006,31.273441053064456,32.26911753416062,122,9493.22
S006,31.2736352733304,32.26833853056003,123,9570.34
S006,31.27364119205069,32.26830984157372,124,9573.14
S006,31.273465321346446,32.268256420702635,125,9593.35
S007,31.261041227621494,32.29653353870092,1,0.0
S007,31.260888874493805,32.29682475328446,2,32.45
S007,31.260340896608554,32.29780644178391,3,143.9
S007,31.260239130537347,32.29799420381472,4,165.03
S007,31.25964209865679,32.29756287974454,5,243.05
S007,31.258880370972584,32.29696691036225,6,344.95
S007,31.25727537168288,32.295735776424415,7,558.37
S007,31.256294015815566,32.294995486736305,8,688.21
S007,31.255065013705156,32.29405403137208,9,851.56
S007,31.254207896366072,32.29340881963697,10,964.9
S007,31.253362186996885,32.29276776918415,11,1076.95
S007,31.25196167562077,32.2917072659659,12,1262.47
S007,31.251058436249657,32.29101081609123,13,1382.76
S007,31.250486718474214,32.29057553491956,14,1458.61
S007,31.250232996458887,32.290409336654015,15,1490.95
S007,31.250023252411452,32.29038955114621,16,1514.34
S007,31.24894830685555,32.290570588542614,17,1635.11
S007,31.248538115907767,32.29063983781994,18,1681.19
S007,31.248135535018164,32.2907031514449,19,1726.36
S007,31.247743947338105,32.2907951540562,20,1770.77
S007,31.247377731040405,32.29091287782762,21,1813.0
S007,31.246674896245896,32.29110776507949,22,1893.32
S007,31.24564981373769,32.291258134938786,23,2008.2
S007,31.24258126592933,32.29168945900891,24,2351.86
S007,31.242589724026146,32.29180091736953,25,2362.5
S007,31.242822039455604,32.29176662248934,26,2388.53
S007,31.243879856856122,32.2916030622915,27,2507.18
S007,31.246475293593594,32.29125022073568,28,2797.72
S007,31.24684405070572,32.29117899290758,29,2839.28
S007,31.24721872675534,32.291055333483804,30,2882.57
S007,31.24804250137516,32.29082681086866,31,2976.71
S007,31.24862945755139,32.290735302895065,32,3042.55
S007,31.249938599239083,32.29059591875503,33,3188.73
S007,31.250205932737014,32.290626977239846,34,3218.6
S007,31.250354783111334,32.29069820506794,35,3236.48
S007,31.250544228702907,32.29082878941945,36,3260.93
S007,31.25108211679291,32.29123241377862,37,3331.99
S007,31.251873202148058,32.29179024696351,38,3434.7
S007,31.253653111874694,32.29313973673085,39,3670.56
S007,31.256751744518358,32.29544276983914,40,4078.78
S007,31.257249004651175,32.29585035129989,41,4146.29
S007,31.257780089152707,32.29625397565907,42,4216.71
S007,31.258043938940535,32.29649140175271,43,4253.73
S007,31.25874753476899,32.29701373915872,44,4346.39
S007,31.260504809868138,32.29837498209559,45,4580.74
S007,31.261928727204833,32.29942172820293,46,4767.74
S007,31.26196001574675,32.2993435754471,47,4775.94
S007,31.2618495477107,32.299265563488014,48,4790.29
S007,31.260758781982492,32.29841118339173,49,4936.26
S007,31.260415448720238,32.29814012193478,50,4982.32
S007,31.26031227936783,32.298055044251214,51,4996.35
S007,31.26052876574783,32.29766526974744,52,5040.53
S007,31.260884288918025,32.297007143497474,53,5114.53
S007,31.261103805283412,32.296598830876675,54,5160.38
S008,31.259973829026244,32.30623433011648,1,0.0
S008,31.260372361583524,32.305529551787835,2,80.32
S008,31.26084983097347,32.304694270829636,3,175.83
S008,31.2607418386822,32.30460962047533,4,190.29
S008,31.260179673769052,32.30417033643974,5,265.46
S008,31.259891326546565,32.30395614539172,6,303.44
S008,31.259880362756462,32.3039304937692,7,306.17
S008,31.259892422925507,32.30388688601092,8,310.52
S008,31.26010073469304,32.3035380239447,9,350.97
S008,31.26057985001355,32.30270178105066,10,446.66
S008,31.261056770171134,32.301853994926475,11,543.13
S008,31.26140322100426,32.30126657277084,12,610.96
S008,31.261892196914662,32.30039698276754,13,709.9
S008,31.262028144923978,32.30016098784038,14,736.95
S008,31.26217944167182,32.299894210966215,15,767.38
S008,31.262253993603295,32.29977877866489,16,781.13
S008,31.262329093651186,32.29964667280891,17,796.21
S008,31.26227043887436,32.299584467624314,18,805.01
S008,31.262142165684004,32.29948763274931,19,821.99
S008,31.261673473698405,32.299118249385074,20,884.83
S008,31.26123712210848,32.29877451764335,21,943.32
S008,31.260522290521227,32.29822685550262,22,1038.33
S008,31.259838152152682,32.29769586691653,23,1129.63
S008,31.259034502510776,32.29708984733457,24,1235.95
S008,31.25914852688743,32.29689361242231,25,1258.5
S008,31.25938589449893,32.29648831678655,26,1305.2
S008,31.25969726727354,32.295934241740184,27,1368.23
S008,31.25991106136554,32.29554818482133,28,1411.95
S008,31.26007990353697,32.2951351936988,29,1455.46
S008,31.26014130061534,32.29491202458291,30,1477.75
S008,31.260213661406414,32.29471963741404,31,1497.73
S008,31.260454863642693,32.29426303853324,32,1548.75
S008,31.26075965467783,32.29370126800013,33,1611.99
S008,31.26114776845615,32.29300354386768,34,1691.11
S008,31.26150518255787,32.29235712298025,35,1764.29
S008,31.261647709276136,32.29208265061933,36,1794.82
S008,31.26187575157769,32.29170044144383,37,1839.12
S008,31.262042397526514,32.291410578109385,38,1872.32
S008,31.262127913096528,32.291251538049785,39,1890.18
S008,31.26219588695588,32.291133540586195,40,1903.71
S008,31.262277016981997,32.29104375990739,41,1916.12
S008,31.262399808240197,32.29095910955309,42,1931.97
S008,31.26248532348635,32.290887285010044,43,1943.68
S008,31.262614692557626,32.290720549463686,44,1965.08
S008,31.262693081357742,32.29057690037758,45,1981.28
S008,31.2625538452623,32.290469804853586,46,1999.81
S008,31.262454077540017,32.290648724920636,47,2020.11
S008,31.26237952576659,32.290771852708716,48,2034.45
S008,31.262325804599254,32.29083405789332,49,2042.86
S008,31.262279209684415,32.29087702436104,50,2049.46
S008,31.262216717644918,32.29090139340243,51,2056.78
S008,31.262152032858666,32.290895621787364,52,2063.99
S008,31.262072547255553,32.290847524995144,53,2073.95
S008,31.261439949103462,32.290368480944636,54,2157.74
S008,31.260896152502166,32.2899593375655,55,2229.63
S008,31.2605036522019,32.28965536583868,56,2281.97
S008,31.259968621230655,32.28925904827079,57,2352.39
S008,31.259453322141134,32.28886144812179,58,2421.03
S008,31.25809379614742,32.2878251225721,59,2601.46
S008,31.25658513793005,32.28668619053235,60,2801.12
S008,31.256421406130457,32.28656306274428,61,2822.76
S008,31.256376087457173,32.286450195605205,62,2834.62
S008,31.256167036521354,32.286296285870094,63,2862.08
S008,31.255322787647355,32.2856549953072,64,2974.01
S008,31.254854975496443,32.28529587259197,65,3036.23
S008,31.254261435493447,32.28484098381934,66,3115.13
S008,31.253814085143226,32.28450580261846,67,3174.21
S008,31.253507078774337,32.28426980769131,68,3215.06
S008,31.253015866507535,32.283897004110734,69,3280.16
S008,31.252621140512506,32.28358234420787,70,3333.28
