stop_id,stop_name,stop_lat,stop_lon
ALMA_014,Al Maashat Stop 14,31.234903,32.318796
ALMA_015,Al Maashat Stop 15,31.233447,32.318085
ALMA_016,Al Maashat Stop 16,31.232104,32.317436
ALMA_017,Al Maashat Stop 17,31.231848,32.318320
ALMA_018,Al Maashat Stop 18,31.233030,32.318418
ALMA_019,Al Maashat Stop 19,31.234192,32.319495
ALMA_020,Al Maashat Stop 20,31.234938,32.318915
ALMA_021,Al Maashat Stop 21,31.236356,32.318708
ALMA_022,Al Maashat Stop 22,31.237837,32.319901
ALMA_023,Al Maashat Stop 23,31.239538,32.320469
ALMA_024,Al Maashat Stop 24,31.241289,32.320953
ALMA_025,Al Maashat Stop 25,31.243051,32.321372
ALMA_026,Al Maashat Stop 26,31.244806,32.321830
ALMA_027,Al Maashat Stop 27,31.245646,32.322821
ALMA_028,Al Maashat Stop 28,31.246680,32.321117
ALMA_029,Al Maashat Stop 29,31.247661,32.319354
ALMA_030,Al Maashat Stop 30,31.248627,32.317580
ALMA_031,Al Maashat Stop 31,31.250163,32.316769
ALMA_032,Al Maashat Stop 32,31.251925,32.316345
ALMA_033,Al Maashat Stop 33,31.253556,32.315939
ALMA_034,Al Maashat Stop 34,31.254270,32.315814
ABBA_001,Abu Bakr Stop 1,31.254311,32.315412
ABBA_002,Abu Bakr Stop 2,31.252944,32.315887
ABBA_003,Abu Bakr Stop 3,31.252054,32.317685
ABBA_004,Abu Bakr Stop 4,31.251080,32.319454
ABBA_005,Abu Bakr Stop 5,31.250103,32.321221
ABBA_006,Abu Bakr Stop 6,31.249121,32.322983
ABBA_007,Abu Bakr Stop 7,31.248136,32.324743
ABBA_008,Abu Bakr Stop 8,31.247075,32.326079
ABBA_009,Abu Bakr Stop 9,31.245555,32.324954
ABBA_010,Abu Bakr Stop 10,31.245220,32.323478
ABBA_011,Abu Bakr Stop 11,31.244006,32.324210
ABBA_012,Abu Bakr Stop 12,31.242521,32.323148
ABBA_013,Abu Bakr Stop 13,31.241247,32.323328
ABBA_014,Abu Bakr Stop 14,31.239737,32.322185
ABBA_015,Abu Bakr Stop 15,31.238333,32.321617
ABBA_016,Abu Bakr Stop 16,31.236831,32.320780
ABBA_017,Abu Bakr Stop 17,31.236653,32.319486
ABBA_018,Abu Bakr Stop 18,31.238042,32.320068
ABBA_019,Abu Bakr Stop 19,31.239777,32.320553
ABBA_020,Abu Bakr Stop 20,31.241533,32.320994
ABBA_021,Abu Bakr Stop 21,31.243290,32.321425
ABBA_022,Abu Bakr Stop 22,31.244351,32.319890
ABBA_023,Abu Bakr Stop 23,31.245331,32.318126
ABBA_024,Abu Bakr Stop 24,31.247006,32.317545
ABBA_025,Abu Bakr Stop 25,31.248743,32.317202
ABBA_026,Abu Bakr Stop 26,31.250445,32.316693
ABBA_027,Abu Bakr Stop 27,31.252208,32.316278
ABBA_028,Abu Bakr Stop 28,31.253865,32.315849
ABBA_029,Abu Bakr Stop 29,31.254216,32.315773
ALOB_001,Al Obour Stop 1,31.254345,32.315436
ALOB_002,Al Obour Stop 2,31.252969,32.315847
ALOB_003,Al Obour Stop 3,31.251275,32.316350
ALOB_004,Al Obour Stop 4,31.249515,32.316778
ALOB_005,Al Obour Stop 5,31.247817,32.317185
ALOB_006,Al Obour Stop 6,31.246054,32.317603
ALOB_007,Al Obour Stop 7,31.244382,32.317507
ALOB_008,Al Obour Stop 8,31.243117,32.317692
ALOB_009,Al Obour Stop 9,31.241991,32.318644
ALOB_010,Al Obour Stop 10,31.240484,32.317496
ALOB_011,Al Obour Stop 11,31.238966,32.316367
ALOB_012,Al Obour Stop 12,31.237878,32.314821
ALOB_013,Al Obour Stop 13,31.236413,32.313600
ALOB_014,Al Obour Stop 14,31.234949,32.312379
ALOB_015,Al Obour Stop 15,31.233486,32.311154
ALOB_016,Al Obour Stop 16,31.232199,32.310628
ALOB_017,Al Obour Stop 17,31.231426,32.312521
ALOB_018,Al Obour Stop 18,31.230305,32.314104
ALOB_019,Al Obour Stop 19,31.228524,32.313937
ALOB_020,Al Obour Stop 20,31.226737,32.313709
ALOB_021,Al Obour Stop 21,31.225499,32.312213
ALOB_022,Al Obour Stop 22,31.224346,32.310598
ALOB_023,Al Obour Stop 23,31.222853,32.311376
ALOB_024,Al Obour Stop 24,31.221795,32.313073
ALOB_025,Al Obour Stop 25,31.220618,32.314640
ALOB_026,Al Obour Stop 26,31.219166,32.315882
ALOB_027,Al Obour Stop 27,31.217728,32.317145
ALOB_028,Al Obour Stop 28,31.216313,32.318443
ALOB_029,Al Obour Stop 29,31.214900,32.319744
ALOB_030,Al Obour Stop 30,31.213480,32.321036
ALOB_031,Al Obour Stop 31,31.212056,32.322319
ALOB_032,Al Obour Stop 32,31.210636,32.323610
ALOB_033,Al Obour Stop 33,31.209224,32.324913
ALOB_034,Al Obour Stop 34,31.207817,32.326223
ALOB_035,Al Obour Stop 35,31.206410,32.327533
ALOB_036,Al Obour Stop 36,31.205045,32.328895
ALOB_037,Al Obour Stop 37,31.206002,32.328143
ALOB_038,Al Obour Stop 38,31.207387,32.326802
ALOB_039,Al Obour Stop 39,31.208789,32.325484
ALOB_040,Al Obour Stop 40,31.210204,32.324187
ALOB_041,Al Obour Stop 41,31.211620,32.322890
ALOB_042,Al Obour Stop 42,31.213037,32.321595
ALOB_043,Al Obour Stop 43,31.214455,32.320300
ALOB_044,Al Obour Stop 44,31.215871,32.319004
ALOB_045,Al Obour Stop 45,31.217288,32.317708
ALOB_046,Al Obour Stop 46,31.218724,32.316442
ALOB_047,Al Obour Stop 47,31.220168,32.315188
ALOB_048,Al Obour Stop 48,31.221501,32.313793
ALOB_049,Al Obour Stop 49,31.222502,32.312045
ALOB_050,Al Obour Stop 50,31.223844,32.310690
ALOB_051,Al Obour Stop 51,31.225089,32.311764
ALOB_052,Al Obour Stop 52,31.226236,32.313384
ALOB_053,Al Obour Stop 53,31.227895,32.313995
ALOB_054,Al Obour Stop 54,31.229679,32.314251
ALOB_055,Al Obour Stop 55,31.231132,32.313291
ALOB_056,Al Obour Stop 56,31.231985,32.311440
ALOB_057,Al Obour Stop 57,31.233276,32.311138
ALOB_058,Al Obour Stop 58,31.234737,32.312365
ALOB_059,Al Obour Stop 59,31.236203,32.313583
ALOB_060,Al Obour Stop 60,31.237677,32.314790
ALOB_061,Al Obour Stop 61,31.238651,32.316273
ALOB_062,Al Obour Stop 62,31.240163,32.317411
ALOB_063,Al Obour Stop 63,31.241675,32.318550
ALOB_064,Al Obour Stop 64,31.242938,32.318295
ALOB_065,Al Obour Stop 65,31.244090,32.317448
ALOB_066,Al Obour Stop 66,31.245477,32.317922
ALOB_067,Al Obour Stop 67,31.247235,32.317480
ALOB_068,Al Obour Stop 68,31.248932,32.317080
ALOB_069,Al Obour Stop 69,31.250681,32.316640
ALOB_070,Al Obour Stop 70,31.252445,32.316229
ALOB_071,Al Obour Stop 71,31.254065,32.315803
ALEM_001,Al Hay Al Emarati Stop 1,31.259147,32.293972
ALEM_002,Al Hay Al Emarati Stop 2,31.260453,32.294262
ALEM_003,Al Hay Al Emarati Stop 3,31.261434,32.292498
ALEM_004,Al Hay Al Emarati Stop 4,31.262510,32.290841
ALEM_005,Al Hay Al Emarati Stop 5,31.263518,32.289101
ALEM_006,Al Hay Al Emarati Stop 6,31.264451,32.287389
ALEM_007,Al Hay Al Emarati Stop 7,31.265399,32.285605
ALEM_008,Al Hay Al Emarati Stop 8,31.265895,32.283593
ALEM_009,Al Hay Al Emarati Stop 9,31.266278,32.281541
ALEM_010,Al Hay Al Emarati Stop 10,31.267013,32.279986
ALEM_011,Al Hay Al Emarati Stop 11,31.268037,32.280189
ALEM_012,Al Hay Al Emarati Stop 12,31.266315,32.279580
ALEM_013,Al Hay Al Emarati Stop 13,31.264595,32.278964
ALEM_014,Al Hay Al Emarati Stop 14,31.262877,32.278343
ALEM_015,Al Hay Al Emarati Stop 15,31.261154,32.277738
ALEM_016,Al Hay Al Emarati Stop 16,31.259683,32.276645
ALEM_017,Al Hay Al Emarati Stop 17,31.258613,32.274953
ALEM_018,Al Hay Al Emarati Stop 18,31.257547,32.273258
ALEM_019,Al Hay Al Emarati Stop 19,31.256499,32.271549
ALEM_020,Al Hay Al Emarati Stop 20,31.255451,32.269839
ALEM_021,Al Hay Al Emarati Stop 21,31.254400,32.268131
ALEM_022,Al Hay Al Emarati Stop 22,31.253351,32.266422
ALEM_023,Al Hay Al Emarati Stop 23,31.252312,32.264704
ALEM_024,Al Hay Al Emarati Stop 24,31.251270,32.262990
ALEM_025,Al Hay Al Emarati Stop 25,31.249981,32.263063
ALEM_026,Al Hay Al Emarati Stop 26,31.248512,32.264277
ALEM_027,Al Hay Al Emarati Stop 27,31.247059,32.265518
ALEM_028,Al Hay Al Emarati Stop 28,31.245340,32.265632
ALEM_029,Al Hay Al Emarati Stop 29,31.243632,32.264971
ALEM_030,Al Hay Al Emarati Stop 30,31.242003,32.264101
ALEM_031,Al Hay Al Emarati Stop 31,31.240789,32.262586
ALEM_032,Al Hay Al Emarati Stop 32,31.239658,32.260957
ALEM_033,Al Hay Al Emarati Stop 33,31.238363,32.259502
ALEM_034,Al Hay Al Emarati Stop 34,31.236907,32.258275
ALEM_035,Al Hay Al Emarati Stop 35,31.235382,32.257161
ALEM_036,Al Hay Al Emarati Stop 36,31.233933,32.255917
ALEM_037,Al Hay Al Emarati Stop 37,31.232516,32.254622
ALEM_038,Al Hay Al Emarati Stop 38,31.231768,32.254476
ALEM_039,Al Hay Al Emarati Stop 39,31.233220,32.255695
ALEM_040,Al Hay Al Emarati Stop 40,31.234627,32.257003
ALEM_041,Al Hay Al Emarati Stop 41,31.236087,32.258222
ALEM_042,Al Hay Al Emarati Stop 42,31.237572,32.259408
ALEM_043,Al Hay Al Emarati Stop 43,31.237794,32.260891
ALEM_044,Al Hay Al Emarati Stop 44,31.236629,32.262494
ALEM_045,Al Hay Al Emarati Stop 45,31.236663,32.263975
ALEM_046,Al Hay Al Emarati Stop 46,31.237934,32.264973
ALEM_047,Al Hay Al Emarati Stop 47,31.236567,32.263605
ALEM_048,Al Hay Al Emarati Stop 48,31.237116,32.262055
ALEM_049,Al Hay Al Emarati Stop 49,31.238283,32.260454
ALEM_050,Al Hay Al Emarati Stop 50,31.239603,32.261564
ALEM_051,Al Hay Al Emarati Stop 51,31.240728,32.263176
ALEM_052,Al Hay Al Emarati Stop 52,31.241966,32.264630
ALEM_053,Al Hay Al Emarati Stop 53,31.243700,32.265146
ALEM_054,Al Hay Al Emarati Stop 54,31.245406,32.265812
ALEM_055,Al Hay Al Emarati Stop 55,31.246666,32.266136
ALEM_056,Al Hay Al Emarati Stop 56,31.248083,32.264842
ALEM_057,Al Hay Al Emarati Stop 57,31.249529,32.263590
ALEM_058,Al Hay Al Emarati Stop 58,31.250944,32.262714
ALEM_059,Al Hay Al Emarati Stop 59,31.251983,32.264431
ALEM_060,Al Hay Al Emarati Stop 60,31.253022,32.266149
ALEM_061,Al Hay Al Emarati Stop 61,31.254062,32.267866
ALEM_062,Al Hay Al Emarati Stop 62,31.255106,32.269579
ALEM_063,Al Hay Al Emarati Stop 63,31.256157,32.271286
ALEM_064,Al Hay Al Emarati Stop 64,31.257219,32.272984
ALEM_065,Al Hay Al Emarati Stop 65,31.258295,32.274670
ALEM_066,Al Hay Al Emarati Stop 66,31.259350,32.276374
ALEM_067,Al Hay Al Emarati Stop 67,31.260676,32.277710
ALEM_068,Al Hay Al Emarati Stop 68,31.262393,32.278335
ALEM_069,Al Hay Al Emarati Stop 69,31.264113,32.278950
ALEM_070,Al Hay Al Emarati Stop 70,31.265833,32.279566
ALEM_071,Al Hay Al Emarati Stop 71,31.266307,32.280965
ALEM_072,Al Hay Al Emarati Stop 72,31.265841,32.282996
ALEM_073,Al Hay Al Emarati Stop 73,31.265439,32.285046
ALEM_074,Al Hay Al Emarati Stop 74,31.264614,32.286898
ALEM_075,Al Hay Al Emarati Stop 75,31.263652,32.288554
ALEM_076,Al Hay Al Emarati Stop 76,31.262646,32.290298
ALEM_077,Al Hay Al Emarati Stop 77,31.261269,32.290239
ALEM_078,Al Hay Al Emarati Stop 78,31.259959,32.290505
ALEM_079,Al Hay Al Emarati Stop 79,31.258947,32.292245
ALEM_080,Al Hay Al Emarati Stop 80,31.258881,32.293769
ALEM_081,Al Hay Al Emarati Stop 81,31.259117,32.293948
FERRY_R001,Ferry Port Said Port Fouad Stop 1,31.259309,32.310684
FERRY_R002,Ferry Port Said Port Fouad Stop 2,31.258043,32.311468
FERRY_R003,Ferry Port Said Port Fouad Stop 3,31.256777,32.312251
FERRY_R004,Ferry Port Said Port Fouad Stop 4,31.255511,32.313034
FERRY_R005,Ferry Port Said Port Fouad Stop 5,31.254245,32.313818
